TRAVELID,hpzl,sj,laneid,longitude,latitude,angle,speed,turn,posm,ftnode
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:04:30,1,118.76307755659568,30.948729349824145,90.8888084013822,0.0,L,1.0,4854_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:04:00,1,118.76303361553612,30.94862767193585,90.8888084013822,7.31190600515487,L,5.06217000286381,4854_4863
98f40d183df940fd1e1ad8647c3b0bad,2,2019-07-01 09:08:30,2,118.7627678046385,30.94581633172001,184.702994826697,41.4512170406121,S,231.284539114511,4863_4724
966e02fc888175b2962a9b93e0b6a674,2,2019-07-01 09:29:00,1187630333094586330,118.76290694971846,30.94588467254254,4.21985172783553,35.3347582259065,S,301.45631854922,4724_4863
966e02fc888175b2962a9b93e0b6a674,2,2019-07-01 09:29:30,3,118.76350741669077,30.948499393053414,3.29490703646867,35.3347582259065,S,7.0,4724_4863
966e02fc888175b2962a9b93e0b6a674,2,2019-07-01 09:30:00,3,118.7634846450459,30.948500704027328,3.29490703646867,0.0,S,7.0,4724_4863
c9a93a1c1c094fc03a792d5331437291,2,2019-07-01 09:37:00,1187632913094875630,118.7634303542688,30.948906545769038,175.725448613253,35.6023277440286,L,576.703522613786,4863_4724
c9a93a1c1c094fc03a792d5331437291,2,2019-07-01 09:37:30,1,118.7628420839892,30.94621957893409,184.718906208923,35.6023277440286,L,276.127922595762,4863_4724
a35d4ce6aa2d37701b30de3eecd2cbd1,2,2019-07-01 09:22:00,3,118.76313274211915,30.947894858372596,184.660774846854,17.0411476729249,R,464.897908874067,4863_4724
a35d4ce6aa2d37701b30de3eecd2cbd1,2,2019-07-01 09:22:30,3,118.76287135681507,30.946633423915888,184.660774846854,17.0411476729249,R,322.888344933026,4863_4724
a35d4ce6aa2d37701b30de3eecd2cbd1,2,2019-07-01 09:23:00,3,118.76277495572873,30.94535855175485,184.697157366403,17.0411476729249,R,180.878780991985,4863_4724
2f7d8a79dfebfecfb47ee2d11c6e5275,2,2019-07-01 08:04:00,1187627213094876130,118.76273277191649,30.948621042457898,90.8422933273517,16.85938763486,R,33.7821426233389,4854_4863
2f7d8a79dfebfecfb47ee2d11c6e5275,2,2019-07-01 08:04:30,3,118.76278880637791,30.946444453013758,184.702778684787,35.3054826220926,S,301.212355184105,4863_4724
0babf12cc456c2a3e0bd137fdf032456,2,2019-07-01 08:46:00,2,118.76281513134569,30.944499558462734,4.70307139056768,35.1056806386894,L,455.572585938809,4724_4863
0babf12cc456c2a3e0bd137fdf032456,2,2019-07-01 08:46:30,2,118.76318402560192,30.947134641340657,4.70263718407424,35.1056806386894,L,160.513883031001,4724_4863
0babf12cc456c2a3e0bd137fdf032456,2,2019-07-01 08:47:00,2,118.76344084695381,30.9485024191936,3.42376994137151,0.0,L,7.0,4724_4863
4e4588eb8d788d9ff25a28c40d9bb3fe,2,2019-07-01 08:19:00,3,118.76308333674706,30.947912259330614,184.660774846854,35.1309615175826,S,466.378418548232,4863_4724
4e4588eb8d788d9ff25a28c40d9bb3fe,2,2019-07-01 08:19:30,3,118.76275367674059,30.945294731888783,184.697157366403,35.1309615175826,S,173.62040590171,4863_4724
